x,theta,x_dot,theta_dot,force,label1,label2,label3,label4
0.559385,-0.0669575,0.329145,-0.187194,-9.15612,0.329145,-0.187194,-9.2176,19.7066
-1.30896,0.0792538,0.603013,0.487399,-6.43026,0.603013,0.487399,-6.34792,11.1027
1.06241,-0.0454107,0.418801,0.851194,9.61637,0.418801,0.851194,9.56827,-18.2262
0.367863,0.0455214,-0.614239,0.805358,-3.63405,-0.614239,0.805358,-3.58724,6.27423
0.805737,0.184748,0.719047,0.481221,-7.48198,0.719047,0.481221,-7.27815,10.7044
-2.06247,0.100011,0.440558,-0.605566,-3.59907,0.440558,-0.605566,-3.4963,4.9987
-0.0778537,0.138005,-0.289811,0.557092,-8.80465,-0.289811,0.557092,-8.65247,14.4413
-1.98815,-0.19766,0.533152,0.200904,-6.10003,0.533152,0.200904,-6.26516,16.1392
-0.137492,0.162818,-0.651695,0.780259,0.410227,-0.651695,0.780259,0.570578,-4.30645
-2.30546,0.0288705,0.585931,0.587505,-0.933647,0.585931,0.587505,-0.904767,1.24242
0.121282,-0.0306477,0.338926,0.919425,-1.84047,0.338926,0.919425,-1.87163,4.34272
0.30454,-0.0581753,0.814583,-0.33032,-3.12082,0.814583,-0.33032,-3.17701,7.48402
1.90559,-0.0890564,0.659965,0.848671,4.46844,0.659965,0.848671,4.37488,-6.9701
1.09278,0.126189,0.442014,0.0124651,-9.2521,0.442014,0.0124651,-9.11518,15.6161
-1.89051,0.0342609,0.36503,-0.877254,8.19908,0.36503,-0.877254,8.23302,-17.1284
-1.66845,-0.146314,0.971334,0.541965,-6.78026,0.971334,0.541965,-6.90921,16.5312
2.38551,-0.101026,-0.748273,0.671982,8.92525,-0.748273,0.671982,8.81558,-15.5625
-1.01961,0.00194338,-0.733933,-0.903176,-0.857234,-0.733933,-0.903176,-0.855248,1.67236
1.28627,0.136764,0.530083,-0.180398,9.19999,0.530083,-0.180398,9.3154,-21.1318
-0.896302,0.0588388,0.20278,-0.620211,5.70185,0.20278,-0.620211,5.75858,-12.651
-2.00785,-0.167005,0.98166,0.237292,0.926434,0.98166,0.237292,0.763055,1.75655
0.088825,0.130568,0.0398614,-0.184727,-0.578387,0.0398614,-0.184727,-0.450765,-1.66062
-1.3696,0.0940999,-0.0564894,0.731743,6.02443,-0.0564894,0.731743,6.11332,-14.0161
0.22215,0.175537,-0.134272,-0.764842,1.04895,-0.134272,-0.764842,1.21903,-5.82697
-1.99724,0.0651706,0.668371,0.924099,-0.821439,0.668371,0.924099,-0.754587,0.228229
-0.967653,-0.0542883,0.543148,0.202321,-1.65431,0.543148,0.202321,-1.70707,4.47372
-2.21519,-0.163566,0.294434,0.318892,-5.85962,0.294434,0.318892,-6.00215,15.0389
0.202453,-0.00273096,0.710986,0.576475,7.07406,0.710986,0.576475,7.07133,-14.089
0.366567,0.0779619,-0.985382,0.675773,9.6324,-0.985382,0.675773,9.70446,-20.878
2.01238,0.0231043,-0.558989,-0.769282,0.671331,-0.558989,-0.769282,0.694635,-1.84216
-2.20862,0.142698,0.191139,0.761968,-1.61042,0.191139,0.761968,-1.46524,0.110447
-1.28676,-0.138528,0.714913,0.336313,-6.70548,0.714913,0.336313,-6.8274,16.2332
1.72276,-0.119309,-0.113287,0.30617,2.11959,-0.113287,0.30617,2.00026,-1.63679
2.2819,-0.0336331,-0.466553,0.421765,3.22709,-0.466553,0.421765,3.19346,-5.72355
-0.844344,0.188572,0.453035,-0.0248271,5.01227,0.453035,-0.0248271,5.17473,-13.8439
-2.39939,-0.0677258,-0.95491,-0.994872,8.0491,-0.95491,-0.994872,7.97586,-14.5874
2.02069,0.105896,0.31484,0.909461,-9.98114,0.31484,0.909461,-9.86264,17.541
-0.289292,-0.184105,0.75124,0.915127,4.51735,0.75124,0.915127,4.31866,-4.8996
-1.59313,0.146226,-0.82208,0.0165331,6.64413,-0.82208,0.0165331,6.77117,-16.2565
-1.44474,-0.146283,0.805965,0.255429,-9.28884,0.805965,0.255429,-9.41078,21.4804
-0.237469,0.107578,0.415367,-0.778681,-0.712505,0.415367,-0.778681,-0.603832,-0.905919
1.41392,-0.0793548,-0.690231,0.211599,5.97794,-0.690231,0.211599,5.89654,-10.2007
0.935801,-0.0270778,0.0622247,0.424006,7.2548,0.0622247,0.424006,7.22748,-13.9185
-0.624441,-0.0266754,0.0287,-0.625784,3.2929,0.0287,-0.625784,3.26599,-6.00634
-1.19645,0.0821059,0.531638,0.460857,-4.27235,0.531638,0.460857,-4.18848,6.73964
-0.87841,-0.0294367,-0.69711,-0.540742,9.19998,-0.69711,-0.540742,9.1699,-17.7544
1.57452,0.12682,-0.142934,-0.793175,7.55784,-0.142934,-0.793175,7.67263,-17.7036
-0.6225,0.178911,0.120663,0.147595,-5.7851,0.120663,0.147595,-5.59539,7.52062
1.32061,-0.0303987,0.0455158,0.497253,5.15559,0.0455158,0.497253,5.12494,-9.64882
-1.90425,0.0131531,0.475004,-0.960879,8.41455,0.475004,-0.960879,8.42791,-17.1124
-0.725279,-0.116257,0.234326,-0.135131,-9.39062,0.234326,-0.135131,-9.49098,21.1297
-0.429913,0.0752504,-0.812146,-0.432058,0.277894,-0.812146,-0.432058,0.351939,-2.17691
1.92521,-0.179941,0.147787,-0.229895,-3.81286,0.147787,-0.229895,-3.97334,11.3298
1.29058,0.0723086,0.381066,0.189971,-1.37196,0.381066,0.189971,-1.30046,1.17667
1.22483,-0.0661823,0.216813,0.083976,7.85738,0.216813,0.083976,7.78921,-14.2468
0.663144,-0.0360783,-0.659249,0.995357,3.71634,-0.659249,0.995357,3.67871,-6.64494
0.483559,-0.131012,-0.78018,0.450546,3.27168,-0.78018,0.450546,3.13794,-3.65897
2.31427,-0.0361632,-0.265017,0.639794,1.57006,-0.265017,0.639794,1.53368,-2.35598
-2.09997,0.106293,-0.979216,-0.205569,-9.86931,-0.979216,-0.205569,-9.75462,17.3176
-2.15639,0.0957179,-0.96324,-0.305331,0.303459,-0.96324,-0.305331,0.396869,-2.66522
-0.281553,-0.173899,0.281892,-0.591593,-5.11618,0.281892,-0.591593,-5.2706,13.777
-0.540273,-0.0777845,-0.092532,-0.326462,-3.23913,-0.092532,-0.326462,-3.31354,8.13164
0.628413,-0.0633512,-0.729536,0.381919,9.2171,-0.729536,0.381919,9.15098,-17.0231
1.70098,0.14968,0.666931,0.407572,-3.53937,0.666931,0.407572,-3.38595,3.77042
2.28805,-0.0608088,-0.137664,-0.0867311,7.22338,-0.137664,-0.0867311,7.1612,-13.1036
-1.16341,-0.127353,0.495444,0.738634,-0.748967,0.495444,0.738634,-0.874608,4.22697
-0.586548,-0.142138,0.993473,-0.112,3.99375,0.993473,-0.112,3.84837,-4.83976
-1.16152,0.0823158,0.965818,0.40157,-3.7145,0.965818,0.40157,-3.63099,5.62418
-2.39365,-0.0378897,-0.425812,-0.0492001,-2.26945,-0.425812,-0.0492001,-2.30625,5.35242
0.387178,-0.0452053,-0.958189,-0.517854,7.78295,-0.958189,-0.517854,7.73648,-14.5705
1.65943,0.0499357,-0.242771,0.765968,8.47704,-0.242771,0.765968,8.52529,-18.0086
-0.640996,0.0502874,0.234763,0.972893,-4.79514,0.234763,0.972893,-4.74232,8.48642
-2.27966,0.076301,0.905362,-0.0985981,-5.95417,0.905362,-0.0985981,-5.87615,10.2225
2.33712,0.156572,0.611316,0.890832,0.155808,0.611316,0.890832,0.312335,-3.67644
1.40427,0.127956,-0.0360003,0.0733181,-5.94998,-0.0360003,0.0733181,-5.81631,9.03388
-2.24312,0.160469,0.146272,-0.464193,-3.50703,0.146272,-0.464193,-3.34204,3.46331
-0.620794,0.110665,-0.577234,-0.222877,5.37393,-0.577234,-0.222877,5.47521,-13.0502
0.159801,0.0199671,-0.621018,-0.520949,-1.55161,-0.621018,-0.520949,-1.53169,2.67105
0.0837461,0.0119872,0.62846,-0.460856,-9.4259,0.62846,-0.460856,-9.41388,18.5912
1.61682,-0.0402728,0.944378,-0.917124,-7.17991,0.944378,-0.917124,-7.21989,15.218
-1.09964,0.181906,0.146654,-0.97781,0.850145,0.146654,-0.97781,1.02996,-5.57529
-1.90991,0.0379454,0.031086,-0.734467,-4.35352,0.031086,-0.734467,-4.31469,7.87885
1.55182,0.137371,-0.873812,0.134704,3.33852,-0.873812,0.134704,3.46521,-9.55188
0.12369,0.110247,-0.310435,-0.276324,-0.326908,-0.310435,-0.276324,-0.218945,-1.72343
0.355481,-0.0952,0.547582,0.236111,-5.08123,0.547582,0.236111,-5.16965,12.1575
2.21902,0.0992933,-0.136577,-0.66791,8.75641,-0.136577,-0.66791,8.84669,-19.5512
1.13764,-0.111134,-0.951148,-0.0481909,3.76826,-0.951148,-0.0481909,3.65563,-5.09019
-1.33786,0.115718,-0.138459,-0.379384,-2.30507,-0.138459,-0.379384,-2.18881,2.08303
-1.49332,-0.145527,-0.701144,-0.456597,-3.30386,-0.701144,-0.456597,-3.43889,9.65026
0.865218,-0.0889354,0.618397,0.0564664,-2.71832,0.618397,0.0564664,-2.80291,7.32627
-0.767402,-0.0279316,0.986142,-0.7055,-7.72086,0.986142,-0.7055,-7.74834,16.0386
-1.47615,-0.153313,-0.960494,0.0861435,-4.52614,-0.960494,0.0861435,-4.66338,12.2136
-0.0208309,0.033301,-0.58646,-0.787872,-5.43672,-0.58646,-0.787872,-5.40245,10.1457
-2.23174,0.143153,-0.431889,0.540827,-2.65309,-0.431889,0.540827,-2.50738,2.16439
0.263494,-0.0724336,0.781956,-0.206269,1.43461,0.781956,-0.206269,1.36294,-1.29882
1.70049,0.168197,-0.0412796,0.703211,-7.50961,-0.0412796,0.703211,-7.32304,11.1549
1.15331,-0.00812189,0.849891,-0.163976,-0.950995,0.849891,-0.163976,-0.958966,2.07722
-1.58119,0.194908,-0.856968,0.73704,-0.827452,-0.856968,0.73704,-0.633416,-2.55709
1.73268,0.103021,0.353586,0.390608,9.91766,0.353586,0.390608,10.0082,-21.928
1.97893,0.145874,0.161566,-0.116183,7.02561,0.161566,-0.116183,7.15168,-17.0034
-1.15682,0.166403,-0.658871,-0.786982,-7.7394,-0.658871,-0.786982,-7.55331,11.6482
-0.441316,-0.0567026,0.155975,0.914421,-0.131867,0.155975,0.914421,-0.189681,1.49066
-1.39656,-0.159597,0.388761,0.0488552,-6.68436,0.388761,0.0488552,-6.82107,16.5868
-1.13102,0.0138222,-0.955918,-0.577787,8.9157,-0.955918,-0.577787,8.92932,-18.1281
2.20648,0.106961,-0.334025,-0.805341,8.25959,-0.334025,-0.805341,8.35765,-18.7144
-2.36939,-0.031299,-0.0245382,0.898193,3.0847,-0.0245382,0.898193,3.05246,-5.48794
1.1641,-0.0398875,0.666507,0.838971,-7.25175,0.666507,0.838971,-7.29108,15.3529
-1.56865,-0.0399805,0.414261,-0.225486,8.64464,0.414261,-0.225486,8.60399,-16.41
-0.363693,0.0777101,-0.829691,-0.502448,7.70761,-0.829691,-0.502448,7.77983,-17.0358
-0.1897,0.103341,-0.563566,0.803047,5.53393,-0.563566,0.803047,5.63192,-13.2277
0.427435,-0.162158,0.916887,0.513643,5.30245,0.916887,0.513643,5.13065,-6.95907
1.63781,0.0830925,-0.955243,-0.0210378,3.40356,-0.955243,-0.0210378,3.4823,-8.56898
1.44426,0.157254,0.901576,0.966684,4.26986,0.901576,0.966684,4.41807,-11.7997
0.48774,-0.0756464,-0.441132,-0.869338,1.12874,-0.441132,-0.869338,1.05136,-0.613939
-0.505909,-0.0698144,0.416981,-0.616327,4.59195,0.416981,-0.616327,4.52016,-7.64966
0.402652,-0.0381206,-0.62131,0.695096,5.81216,-0.62131,0.695096,5.77304,-10.7899
-0.560751,-0.0779664,0.143118,0.905611,8.07623,0.143118,0.905611,7.99202,-14.4073
-1.42646,-0.146915,-0.620791,-0.706295,-4.0586,-0.620791,-0.706295,-4.19532,11.1724
0.144763,-0.021066,-0.259393,-0.914905,-7.4125,-0.259393,-0.914905,-7.43371,15.2774
-1.93207,-0.133788,0.264309,0.240391,-5.56067,0.264309,0.240391,-5.68063,13.8768
1.63481,-0.13097,0.530213,-0.291103,-0.765917,0.530213,-0.291103,-0.891966,4.33094
-0.202099,-0.0310777,0.0437443,0.587411,5.49869,0.0437443,0.587411,5.46716,-10.3194
-1.7263,0.0798343,0.117821,-0.807526,-1.56151,0.117821,-0.807526,-1.47998,1.38585
2.04828,-0.115083,0.0279728,0.0992009,3.37422,0.0279728,0.0992009,3.25796,-4.21988
1.71486,-0.104239,-0.987264,0.196345,-3.24453,-0.987264,0.196345,-3.34264,8.69046
1.22718,0.140964,0.852035,0.663783,2.48235,0.852035,0.663783,2.61674,-7.93813
-0.898672,-0.155944,-0.0158161,-0.810897,-8.2866,-0.0158161,-0.810897,-8.42191,19.6867
-0.987124,-0.0696792,0.249199,-0.505231,-4.85948,0.249199,-0.505231,-4.92612,11.1943
-1.31774,-0.0222709,-0.733688,-0.912757,-0.0400675,-0.733688,-0.912757,-0.0628325,0.562553
-0.632024,-0.0763185,-0.39869,0.853525,-6.41291,-0.39869,0.853525,-6.4865,14.4311
1.31398,-0.0625402,-0.651221,-0.371055,2.94621,-0.651221,-0.371055,2.88346,-4.52941
-1.50396,-0.195568,-0.478537,0.483969,-0.502149,-0.478537,0.483969,-0.688821,5.16401
-0.463332,0.0901201,0.282363,0.756158,-2.44007,0.282363,0.756158,-2.34767,2.91051
0.723175,0.113192,0.0496311,0.569361,-0.414211,0.0496311,0.569361,-0.3019,-1.61615
-0.0914975,0.091442,-0.16541,-0.381639,-9.81294,-0.16541,-0.381639,-9.71497,17.5572
-0.378308,-0.165712,-0.981056,-0.373855,-8.97896,-0.981056,-0.373855,-9.11492,21.2165
2.20877,0.135739,-0.728424,-0.48979,-0.0408523,-0.728424,-0.48979,0.0921323,-2.8376
0.435136,0.0225882,0.74971,-0.831866,-1.99166,0.74971,-0.831866,-1.96862,3.4931
-2.21554,0.0092976,-0.91131,0.342316,-1.80861,-0.91131,0.342316,-1.79942,3.41627
-1.79243,0.0615125,-0.48506,-0.25381,-5.85823,-0.48506,-0.25381,-5.79565,10.3633
-1.3248,-0.197136,0.876924,0.485195,0.892345,0.876924,0.485195,0.698939,2.472
-1.38647,-0.0263644,0.343356,0.734813,-5.34721,0.343356,0.734813,-5.3734,11.2603
0.111174,0.0829591,0.948205,0.331884,1.04422,0.948205,0.331884,1.12492,-3.86789
0.012761,-0.195798,0.321042,-0.339717,7.00686,0.321042,-0.339717,6.79282,-9.50899
-1.47468,0.00151401,0.581223,-0.241904,-1.5661,0.581223,-0.241904,-1.56461,3.09952
1.63508,-0.15249,0.10724,0.253299,2.27712,0.10724,0.253299,2.12444,-1.21932
1.46512,-0.0398077,0.236398,-0.00852957,7.15796,0.236398,-0.00852957,7.11782,-13.4435
0.728629,-0.189267,-0.926233,-0.672331,-5.32173,-0.926233,-0.672331,-5.48782,14.4709
0.823161,0.0161494,-0.427189,-0.395583,9.9841,-0.427189,-0.395583,9.99981,-20.3138
-1.38504,0.172371,0.240507,0.696598,-1.08852,0.240507,0.696598,-0.915898,-1.56055
1.95529,0.0429468,-0.831301,-0.0254366,-3.53473,-0.831301,-0.0254366,-3.49201,6.13522
-1.01351,0.165597,0.505552,-0.395054,7.93156,0.505552,-0.395054,8.07041,-19.1542
-0.999779,0.125079,-0.401375,0.877216,-3.5649,-0.401375,0.877216,-3.43333,4.36536
0.559657,0.0355299,-0.243531,0.393729,9.60686,-0.243531,0.393729,9.64075,-19.9663
1.48322,-0.0846102,-0.792037,0.457645,-6.786,-0.792037,0.457645,-6.86459,15.3381
-1.35175,0.164788,-0.273113,0.957259,9.94046,-0.273113,0.957259,10.0796,-23.1046
-1.86936,0.0824817,-0.508208,-0.274838,7.47031,-0.508208,-0.274838,7.54604,-16.6572
-2.21532,0.0430215,-0.343846,0.37681,7.31832,-0.343846,0.37681,7.35942,-15.549
1.89199,-0.169624,0.466382,0.373719,-0.781772,0.466382,0.373719,-0.94349,5.17199
1.64798,-0.055415,-0.0111332,0.31133,0.330586,-0.0111332,0.31133,0.275982,0.535568
-1.62341,0.198869,-0.384996,-0.981175,-0.496242,-0.384996,-0.981175,-0.295591,-3.29662
-0.882185,-0.117174,-0.329437,0.292849,5.79315,-0.329437,0.292849,5.671,-8.97052
-1.63027,0.120966,0.247421,-0.704679,8.52309,0.247421,-0.704679,8.63104,-19.5035
1.37416,-0.026714,-0.756708,0.421848,-5.34521,-0.756708,0.421848,-5.37126,11.2628
1.60123,0.0192666,0.507026,0.0598362,-0.318946,0.507026,0.0598362,-0.300036,0.221974
-2.00065,0.130566,-0.844256,0.14643,1.05705,-0.844256,0.14643,1.18182,-4.89796
-1.54185,-0.0889064,0.821395,-0.0999734,-9.30011,0.821395,-0.0999734,-9.37952,20.427
-2.13049,0.140698,-0.551093,-0.588869,-6.56784,-0.551093,-0.588869,-6.41658,9.95496
-0.295811,0.193095,0.349939,-0.705197,7.54129,0.349939,-0.705197,7.70245,-18.8836
0.874156,-0.185716,-0.432702,0.910933,-1.08466,-0.432702,0.910933,-1.26603,6.11137
1.65608,0.0743612,0.00198084,-0.532341,1.38213,0.00198084,-0.532341,1.45506,-4.35971
0.145663,0.177923,0.166242,-0.958761,-8.3025,0.166242,-0.958761,-8.09812,12.4681
-0.12269,-0.159654,0.467051,0.968744,9.27767,0.467051,0.968744,9.09326,-14.8361
2.00077,-0.100929,-0.485214,-0.30841,-6.7927,-0.485214,-0.30841,-6.88453,15.6759
0.987806,0.00730223,0.72127,-0.140218,-2.42495,0.72127,-0.140218,-2.41777,4.69214
-0.569642,0.17226,0.0843286,0.30803,0.994787,0.0843286,0.30803,1.15786,-5.6445
-0.0966127,0.119238,-0.451606,-0.88614,-2.77114,-0.451606,-0.88614,-2.64686,2.92222
-0.3005,0.128459,-0.509051,-0.487349,-5.74377,-0.509051,-0.487349,-5.6084,8.61094
-0.256633,-0.165576,-0.416356,0.333815,1.09418,-0.416356,0.333815,0.931252,1.39675
0.927609,-0.0324551,-0.242583,-0.146907,-2.48522,-0.242583,-0.146907,-2.5168,5.66761
2.37639,-0.180662,0.8704,0.669466,-7.37364,0.8704,0.669466,-7.52677,18.3339
-1.67232,0.026158,-0.898979,0.384102,-3.1119,-0.898979,0.384102,-3.08585,5.65643
-0.00720168,0.111721,-0.906096,0.509797,2.00057,-0.906096,0.509797,2.10808,-6.3773
-0.949735,-0.130791,0.352451,0.224917,4.68171,0.352451,0.224917,4.5468,-6.45713
1.12414,0.0966253,0.117046,-0.0450317,-8.88976,0.117046,-0.0450317,-8.78737,15.5999
0.784469,-0.128858,0.802632,0.0218334,-7.34686,0.802632,0.0218334,-7.45956,17.3166
1.3597,0.173695,0.996656,-0.303985,0.8872,0.996656,-0.303985,1.05185,-5.46283
-0.222047,0.0256241,0.55833,0.242579,1.84814,0.55833,0.242579,1.87322,-4.2479
-0.687448,0.184721,0.872015,0.598607,-2.0268,0.872015,0.598607,-1.84018,0.0141104
1.74638,0.0662382,0.0762845,0.581257,-0.799485,0.0762845,0.581257,-0.733256,0.164652
-1.54378,0.11698,0.286519,-0.717409,5.72426,0.286519,-0.717409,5.83303,-13.8763
-1.53179,0.170492,0.60639,0.422145,-1.83668,0.60639,0.422145,-1.66635,-0.0444898
2.38968,0.116661,0.916823,0.210001,5.50571,0.916823,0.210001,5.61177,-13.431
0.184114,0.0520189,-0.613179,-0.72028,5.37714,-0.613179,-0.72028,5.42796,-11.8614
-1.29247,0.06059,0.672668,0.102141,3.99108,0.672668,0.102141,4.04892,-9.27102
1.23629,-0.191201,0.692266,-0.638791,-4.64602,0.692266,-0.638791,-4.81554,13.1841
-0.919714,-0.0967343,-0.57189,-0.176106,-6.1325,-0.57189,-0.176106,-6.22115,14.2791
2.29177,-0.179434,0.0710093,-0.0665534,-5.88316,0.0710093,-0.0665534,-6.03624,15.3803
-1.73618,0.0599962,0.507302,0.197559,-6.36288,0.507302,0.197559,-6.30178,11.4045
-0.411602,-0.14549,-0.460318,-0.79994,-6.45262,-0.460318,-0.79994,-6.58414,15.8736
-2.37794,0.136875,-0.584655,0.422153,8.37268,-0.584655,0.422153,8.49069,-19.4997
0.0355179,-0.0664981,0.135674,-0.651405,-0.326607,0.135674,-0.651405,-0.392886,2.08777
-1.73512,0.0132985,-0.861604,-0.0221085,4.81518,-0.861604,-0.0221085,4.82814,-9.91633
2.22373,-0.0310168,0.76587,-0.773965,5.09501,0.76587,-0.773965,5.06319,-9.51305
-0.634905,0.146957,-0.653011,-0.643377,7.61549,-0.653011,-0.643377,7.74402,-18.194
1.20901,-0.0248112,0.996272,-0.0240932,-2.00805,0.996272,-0.0240932,-2.03226,4.55001
-1.28912,-0.0773462,0.513368,-0.908267,1.95497,0.513368,-0.908267,1.87509,-2.22295
1.71128,0.137421,0.639856,-0.563809,6.39161,0.639856,-0.563809,6.51468,-15.5943
0.129572,-0.0428861,0.413428,0.691457,-0.0876699,0.413428,0.691457,-0.13069,1.10231
0.749581,-0.13035,-0.72597,-0.663635,-0.0381109,-0.72597,-0.663635,-0.167121,2.88164
0.96938,-0.193504,-0.838987,-0.499298,-2.98466,-0.838987,-0.499298,-3.16049,9.97591
-0.62787,0.0502461,0.197138,0.0365157,5.42517,0.197138,0.0365157,5.473,-11.9176
-1.55699,0.178018,0.164889,-0.914382,-3.04324,0.164889,-0.914382,-2.85591,2.14725
0.139301,0.178467,-0.917952,-0.156965,6.88947,-0.917952,-0.156965,7.03889,-17.3371
-1.61149,-0.0931478,-0.350494,-0.527335,9.70127,-0.350494,-0.527335,9.60082,-17.2935
1.63828,-0.0401668,0.300196,-0.380485,-5.15698,0.300196,-0.380485,-5.19579,11.1711
1.67733,-0.16982,0.243764,0.0727953,3.88768,0.243764,0.0727953,3.71362,-4.00453
-0.150464,0.185904,0.212288,-0.568873,-1.50194,0.212288,-0.568873,-1.31626,-1.03931
1.56114,-0.171446,0.0643447,0.202358,-3.30017,0.0643447,0.202358,-3.45537,10.1567
0.0449481,0.0200528,-0.787306,0.49694,0.232041,-0.787306,0.49694,0.251945,-0.897198
0.0357554,-0.116674,0.406226,0.0439373,-8.74918,0.406226,0.0439373,-8.85062,19.8649
0.130226,-0.176687,0.229779,-0.0606368,4.20976,0.229779,-0.0606368,4.02754,-4.48108
-1.11526,0.115524,-0.627522,0.687986,-9.21038,-0.627522,0.687986,-9.08326,15.7839
-0.0501499,-0.0913238,0.942151,0.134424,-0.381637,0.942151,0.134424,-0.47042,2.7262
-0.301133,-0.105727,-0.360445,-0.918055,-6.49679,-0.360445,-0.918055,-6.59683,15.1905
1.5692,-0.195753,-0.138012,-0.681946,9.3338,-0.138012,-0.681946,9.10765,-14.0512
-0.316272,-0.185398,0.947304,-0.513059,-7.20989,0.947304,-0.513059,-7.36502,18.0943
1.47459,0.0131557,0.326538,-0.399667,-4.21763,0.326538,-0.399667,-4.20454,8.15025
1.40335,0.0262859,0.765335,0.848543,-9.349,0.765335,0.848543,-9.32163,18.1212
-0.34143,0.0827361,-0.935291,-0.939146,1.82586,-0.935291,-0.939146,1.90899,-5.42635
-1.17015,0.00928803,-0.87042,-0.554024,0.681928,-0.87042,-0.554024,0.691176,-1.56452
-0.697118,-0.184831,-0.307051,-0.864101,9.96462,-0.307051,-0.864101,9.74762,-15.5574
0.928012,0.0269208,-0.146327,0.182612,-3.43469,-0.146327,0.182612,-3.408,6.28541
-0.617848,0.130602,-0.705563,-0.918946,-2.90114,-0.705563,-0.918946,-2.76428,2.92635
1.25584,0.10383,-0.487541,0.354813,-2.18016,-0.487541,0.354813,-2.07615,2.09646
1.63833,-0.0192495,-0.24837,-0.637026,-6.69642,-0.24837,-0.637026,-6.71544,13.806
0.890015,0.00943297,-0.356016,-0.112021,9.57302,-0.356016,-0.112021,9.58219,-19.3486
1.03738,-0.0941525,-0.916576,-0.503617,-1.35628,-0.916576,-0.503617,-1.44801,4.72773
1.36882,-0.187782,-0.618659,-0.911718,1.08333,-0.618659,-0.911718,0.892547,1.90895
-0.96957,-0.0978472,0.899088,-0.861128,4.04553,0.899088,-0.861128,3.94277,-5.93112
0.786313,-0.00917566,-0.057071,-0.671828,-3.57143,-0.057071,-0.671828,-3.58061,7.34094
-2.38972,-0.0627901,0.976721,0.213444,-6.37535,0.976721,0.213444,-6.4344,14.0746
2.03545,-0.0168379,0.644553,0.466913,-6.51199,0.644553,0.466913,-6.5285,13.3855
2.01887,0.147091,-0.171818,0.829084,-1.25973,-0.171818,0.829084,-1.11008,-0.679349
1.39637,0.0300025,0.232948,0.589414,7.69775,0.232948,0.589414,7.72699,-16.0356
-2.19256,0.150563,0.636668,-0.830832,4.90612,0.636668,-0.830832,5.04543,-12.9196
-0.894843,0.0822191,-0.411338,-0.923029,-4.89167,-0.411338,-0.923029,-4.80464,7.96549
0.514985,-0.0553563,-0.35414,-0.884121,-2.69629,-0.35414,-0.884121,-2.75181,6.58072
-2.39627,-0.0661068,-0.351179,-0.188947,4.50465,-0.351179,-0.188947,4.43794,-7.56041
-1.86277,-0.0103037,0.360765,-0.488763,-1.84135,0.360765,-0.488763,-1.85156,3.90508
